nombre,nombre_generico_en,sinonimos,descripcion,atc_codigo
Virus Gripe A H5n1 Vivo Atenuado,Influenza A Virus (h5n1) Antigen,,,
Virus Gripe B Inactivado,Hepatitis B Virus,,,
Virus Gripe B Inactivado Fraccionado,Hepatitis B Virus,,,
Virus Gripe B Inactivado Hemaglutinina,Hepatitis B Virus,,,
Virus Gripe B (victoria) Atenuado,,,,
Virus Gripe B (victoria) Recombinante,,,,
Virus Gripe B (yamagata) Atenuado,,,,
Virus Gripe B (yamagata) Recombinante,,,,
Virus Influenza Gripe A/thailand/8/2022 (h3n2) Ivr-237 Cepa Similar A (a/thailand/8/2022),Influenza A Virus A/thailand/8/2022 (h3n2) Antigen,,,
"Virus Influenza Gripe A/victoria/4897/2022 Ivr-238 (h1n1), Inactivado",Influenza A Virus A/victoria/4897/2022 (h1n1) Antigen,,,
"Virus Influenza Gripe Cepa Similar A B/austria/1359417/2021-(b/austria/1359417/2021, Bvr-26)",Influenza B Virus B/austria/1359417/2021 Antigen,,,
"Virus Influenza Gripe, Reasortante, Vivo Atenuado, Cepa Similar A A/ Missouri/11/2025 (h1n1) Pdm09",Influenza A Virus A/missouri/11/2025 (h1n1) Antigen,,,
"Virus Influenza Gripe, Reasortante, Vivo Atenuado Cepa Similar A A/darwin/1454/2025 (h3n2), (a/darwin/1369/2025, Medi 406666)",Influenza A Virus A/darwin/1369/2025 (h3n2) Antigen,,,
"Virus Influenza Gripe Reasortante,vivo, Atenuado, Cepa Similar A B/ Tokyo/eis13-175/2025",Influenza B Virus B/tokyo/eis13-175/2025 Antigen,,,
Virus Papiloma Humano,Rubella Virus,,,
Virus Papiloma Humano Tipo 11 Proteina L1,,,,
Virus Papiloma Humano Tipo 16 Proteina L1,"L1 Protein, Human Papillomavirus Type 16 Vaccine",,,
Virus Papiloma Humano Tipo 18 Proteina L1,"L1 Protein, Human Papillomavirus Type 18 Vaccine",,,
Virus Papiloma Humano Tipo 31 Proteina L1,,,,
Virus Papiloma Humano Tipo 33 Proteina L1,,,,
Virus Papiloma Humano Tipo 45 Proteina L1,,,,
Virus Papiloma Humano Tipo 52 Proteina L1,"L1 Protein, Human Papillomavirus Type 52 Vaccine",,,
Virus Papiloma Humano Tipo 58 Proteina L1,"L1 Protein, Human Papillomavirus Type 58 Vaccine",,,
Virus Papiloma Humano Tipo 6 Proteina L1,,,,
Virus Parotiditis,,,,
Virus Parotiditis Atenuado,,,,
Virus Rabia,Rubella Virus,,,
Virus Rabia Inactivado,Rubella Virus,,,
"Virus Rabia, Inactivado, Cepa Cvs",Allium Cepa Bulb Extract,,,
"Virus Rabia, Inactivado, Cepa Flury Lep",Rabies Virus Vaccine Flury-lep Strain,,,
"Virus Rabia Inactivado, Cepa G52",,,,
"Virus Rabia, Inactivado, Cepa Pasteur Riv",Allium Cepa Bulb Extract,,,
"Virus Rabia Inactivado, Cepa Pasteur Vp-13",,,,
"Virus Rabia Inactivado, Cepa Sad Vnukovo-32",,,,
"Virus Rabia, Inactivado, Cepa Vp12",,,,
"Virus Rabia, Inactivado, Cepa Wistar (pm/wi 38-1503-3m)",,,,
"Virus Rabia Vivo Atenuado, Cepa Sag2",,,,
"Virus Rabia, Vivo Atenuado, Cepa Spbn Gagas",Allium Cepa Bulb Extract,,,
Virus Rubeola,,,,
Virus Rubeola Hiperatenuado,,,,
Virus Sarampion,Rubella Virus,,,
Virus Sarampion (edmonston),"Measles Virus Vaccine Live, Enders' Attenuated Edmonston Strain",,,
Virus Sarampion Hiperatenuado,Rubella Virus,,,
"Virus Sincitial Respiratorio, Subgroupo A, Subunidad F Proteina 847a Estabilizada En Prefusion","Respiratory Syncytial Virus Pre-fusion F Protein, A, Recombinant, Stabilized",,,
"Virus Sincitial Respiratorio, Subgroupo B, Subunidad F Proteina 847b Estabilizada En Prefusion","Respiratory Syncytial Virus Pre-fusion F Protein, B, Recombinant, Stabilized",,,
Virus Varicela,"Herpesvirus 3, Human",,,
Virus Varicela-zoster Atenuados Cepa Oka,Varicella-zoster Virus Vaccine Live (oka-merck) Strain,,,
Virus Vivo Modificado De La Viruela Vacunoide Ankara,,,,
Vitamina A,Vitamin A,,,
Vitamina B1,Thiamine,,,
Vitamina B12,Vitamin B12,,,
Vitamina B12a,Hydroxocobalamin,,,
Vitamina B2,Riboflavin,,,
Vitamina B3,Niacinamide,,,
Vitamina B6,Pyridoxine,,,
Vitamina B9,Folic Acid,,,
Vitamina C,Ascorbic Acid,,,
Vitamina D,Vitamin D,,,
Vitamina D2,Ergocalciferol,,,
Vitamina D3,Vitamin D3,,,
Vitamina E,Vitamin E,,,
Vitamina H,Biotin,,,
Vitamina K,Vitamin K,,,
Vitamina K1,Vitamin K1,,,
Vitamina P,,,,
Vitamina Pp,,,,
Vitex Agnus-castus L.,,,,
Vitis Vinifera,,,,
Vitis Vinifera Extracto Seco,,,,
Vitis Vinifera Hoja Extracto Seco,,,,
Voclosporina,Voclosporin,,,
Volanesorsen,Volanesorsen,,,
Volanesorsen Sodio,Volanesorsen,,,
Vorasidenib,Vorasidenib,,,
Vorasidenib Hemicitrato Hemihidrato,Vorasidenib,,,
Voretigen Neparvovec,Voretigene Neparvovec,,,
Voriconazol,Voriconazole,,,
Vortioxetina,Vortioxetine,,,
Vortioxetina Hidrobromuro,Vortioxetine,,,
Vortioxetina Lactato,Vortioxetine,,,
Vosoritida,Vosoritide,,,
Voxilaprevir,Voxilaprevir,,,
Vutrisiran,Vutrisiran,,,
Warfarina,Warfarin,,,
Warfarina Sodica,Warfarin,,,
Xilano Polisulfurico,,,,
Xilocaina,Xylocaine,,,
Xilometazolina,Xylometazoline,,,
Xilometazolina Hidrocloruro,Xylometazoline,,,
Xipamida,Xipamide,,,
Yedra,,,,
Yodoclorhidroxiquinoleina,Clioquinol,,,
Yododesoxiuridina,,,,
Ytrio Y-90 Citrato,,,,
Zanamivir,Zanamivir,,,
Zanubrutinib,Zanubrutinib,,,
Zanzibarensis,Castor Oil,,,
Zea Mays,Corn Pollen Extract,,,
Ziconotida,Ziconotide,,,
Zidovudina,Zidovudine,,,
Zilucoplan,Zilucoplan,,,
Zinc Acetato,Zinc Acetate,,,
Zinc Acetato Dihidrato,Zinc Acetate,,,
Zinc Dibutilditiocarbamato,Zinc Dibutyldithiocarbamate,,,
Zinc Dietilditiocarbamato,"Ditiocarb, Zinc Salt",,,
Zinc Piritiona,Zinc,,,
Zinc Piritionato,Zinc,,,
Zinc Sulfato Heptahidrato,"Zinc Sulfate, Heptahydrate",,,
Ziprasidona,Ziprasidone,,,
Ziprasidona Hidrocloruro,Ziprasidone,,,
Ziprasidona Hidrogenosulfato,Ziprasidone,,,
Ziprasidona Mesilato,Ziprasidone,,,
Ziprasidona Monohidrato,Ziprasidone,,,
Zofenopril Calcico,Zofenopril,,,
Zolbetuximab,Zolbetuximab,,,
Zolmitriptan,Zolmitriptan,,,
Zolpidem  Hemitartrato,Zolpidem,,,
Zolpidem Tartrato,Zolpidem Tartrate,,,
Zonisamida,Zonisamide,,,
Zopiclona,Zopiclone,,,
Zuclopentixol Acetato,Zuclopenthixol Acetate,,,
Zuclopentixol Decanoato,Zuclopenthixol,,,
"1-alfa,25-dihidroxicolecalciferol",1 Ml Darbepoetin Alfa 0.025 Mg/ml Injection,,,
1-fenil-2-metilaminopropanol,Diaminohydroxypropanetetraacetic Acid,,,
"1,2-diaminoetano",,,,
13-c Urea,Urea C-13,,,
"13-cis-retinoico, Acido",Isotretinoin,,,
[177lu]-dota0-tyr3-octreotato,Lutetium Lu 177 Dotatate,,,
18-beta-glicirrinetico Acido,Glycyrrhizic Acid,,,
(18f)-2-fluoro-2-desoxi-d-glucosa,Fluorodeoxyglucose F18,,,
2-cda,Cladribine,,,
2-pirrolidonacetamida,,,,
2-sulfanilaminopirimidina,,,,
"2,5-diaminotolueno",,,,
25-hidroxicolecalciferol,,,,
"2,6-diamino-3-fenilazopiridina",Phenazopyridine,,,
3(carboximetil Tio) Alanina,Alanine,,,
"3,4 Diaminopiridina",Amifampridine,,,
4 Aminopiridina,Aminopterin,,,
4-epiadriamicina,Epirubicin,,,
5-aminosalicilico Acido,Mesalamine,,,
5-asa,Mesalamine,,,
6-alfa Etilquenodesoxicolico Acido,,,,
"6-dehidro-9beta,10alfa-progesterona",Progesterone,,,
8-cloroteofilinato De Difenhidramina,Diethylstilbestrol,,,
8-metoxipsoraleno,Methoxsalen,,,
9-alfa-fluorhidrocortisona,Thyrotropin Alfa 0.9 Mg,,,
Bcnu,Carmustine,,,
Belumosudil,Belumosudil,,,
Benzoilo Peroxido,Benzoyl Peroxide,,,
Bim-23014,,,,
Binimetinib,Binimetinib,,,
Biperideno,Biperiden,,,
Biperideno Hidrocloruro,Biperiden,,,
Bisoprolol,Bisoprolol,,,
Bithiol,Unithiol,,,
Bituminol,,,,
"Bm 06,022",,,,
Bms-186295,,,,
Bms-224818,,,,
Bmy-28142,,,,
Boldo,Peumus Boldus Leaf Extract,,,
Bortezomib,Bortezomib,,,
Bosutinib,Bosutinib,,,
Brl 42810,,,,
Brl 43694,,,,
Bronopol,Bronopol,,,
Broxime,,,,
Brozime,,,,
Bupropion,Bupropion,,,
Bupropion Hidrocloruro,Bupropion,,,
Bythyol,,,,
Cb-154,,,,
Ceftobiprol,Ceftobiprole,,,
Celecoxib,Celecoxib,,,
Ceritinib,Ceritinib,,,
Cetilpiridinio Bromuro,Ipratropium Bromide,,,
Clorbutol,,,,
Clorobutol,Chlorobutanol,,,
Cnicus Benedictus C. Linneo,Centaurea Benedicta Extract,,,
Cobimetinib,Cobimetinib,,,
Cobre,Copper,,,
Crizotinib,Crizotinib,,,
Dehidrobenzoperidol,,,,
Delgocitinib,Delgocitinib,,,
Dexibuprofeno,,,,
Edrofonio Bromuro,Ipratropium Bromide,,,
Entrectinib,Entrectinib,,,
Erbio Er-169,,,,
Erlotinib,Erlotinib,,,
Erlotinib Hidrocloruro,Erlotinib,,,
Etoricoxib,Etoricoxib,,,
Filgotinib,,,,
Flurbiprofeno,Flurbiprofen,,,
Fruquintinib,Fruquintinib,,,
Gefitinib,Gefitinib,,,
Gemfibrozilo,Gemfibrozil,,,
G-hidroxibutirico,,,,
Gilteritinib,Gilteritinib,,,
Glicopirronio Bromuro,Glycopyrronium,,,
Ibrutinib,Ibrutinib,,,
Ibuprofeno,Ibuprofen,,,
Iobitridol,Iobitridol,,,
Ivosidenib,Ivosidenib,,,
M-dihidroxibenceno,,,,
Metilbenceno,,,,
Molibdeno,Molybdenum,,,
Momelotinib,Momelotinib,,,
Myrcludex B,,,,
Nebivolol,Nebivolol,,,
Nebivolol Hidrocloruro,Nebivolol,,,
Nilotinib,Nilotinib,,,
O-hidroxibenzoico,Padimate-o,,,
Osimertinib,Osimertinib,,,
Otilonio Bromuro,Ipratropium Bromide,,,
Peumus Boldus M.,Peumus Boldus Leaf Extract,,,
Phmb,,,,
Pirtobrutinib,Pirtobrutinib,,,
Quercus Robur,Quercus Robur Wood Extract,,,
Remibrutinib,Remibrutinib,,,
Ribociclib,Ribociclib,,,
Ripretinib,Ripretinib,,,
Ritlecitinib,Ritlecitinib,,,
Roble,,,,
Rocuronio Bromuro,Rocuronium,,,
Ruxolitinib,Ruxolitinib,,,
Ruxolitinib Hidrcloruro,Ruxolitinib,,,
Selumetinib,Selumetinib,,,
Sobrerol,Sobrerol,,,
Sofosbuvir,Sofosbuvir,,,
Sonidegib,Sonidegib,,,
Sunitinib,Sunitinib,,,
Sunitinib Hidrocloruro,Sunitinib,,,
Tepotinib,Tepotinib,,,
Tiotropio Bromuro,Tiotropium,,,
Tolebrutinib,,,,
Umeclidinio Bromuro,Umeclidinium,,,
Vibegron,Vibegron,,,
Vimseltinib,Vimseltinib,,,
Vismodegib,Vismodegib,,,
Cedro,Cedrol,,,
Cefditoreno,Cefditoren,,,
Cefditoreno  Pivoxilo,Cefditoren Pivoxil,,,
Cefiderocol,Cefiderocol,,,
Cefminox,,,,
Cefminox Sodico,,,,
Cefonicid,Cefonicid,,,
Cefonicid Sodico,Cefonicid,,,
Cerio,Ceric Oxide,,,
Cetilpiridinio,,,,
Cetilpiridinio Cloruro,Calcium Chloride,,,
Cetrimonio,Cetrimonium,,,
Cetrorelix,Cetrorelix,,,
Ci 42051,Carbon Black,,,
Ci 906,Carbon Black,,,
Ci 912,Linoleic Acid,,,
Ciclopirox,Ciclopirox,,,
Cidofovir,Cidofovir,,,
Cineol,Eucalyptol,,,
Ci-981,Carbon Black,,,
Clevidipino,Clevidipine,,,
Clioquinol,Clioquinol,,,
Clomifeno,Clomiphene,,,
Clonixino,Clonixin,,,
Clopidogrel,Clopidogrel,,,
Clopidogrel Hidrocloruro,Clopidogrel,,,
Colestipol,Colestipol,,,
Colestipol Hidrocloruro,Colestipol,,,
Cp-690550,Captopril,,,
Cromo,Chromium,,,
Donepezilo Hidrocloruro,Donepezil,,,
Dtic,Dacarbazine,,,
Eleutherococcus Senticosus,Eleutherococcus Senticosus Root Oil,,,
Epoprostenol Sodico,Epoprostenol,,,
Esmolol Hidrocloruro,Esmolol,,,
Estroncio,,,,
Estroncio Cloruro,Calcium Chloride,,,
Fingolimod Hidrocloruro,Fingolimod,,,
Flupentixol Dihidrocloruro,Flupenthixol,,,
Fosinopril Sodico,Fosinopril,,,
Fucus Vesiculosus,Fucus Vesiculosus Extract,,,
Fucus Vesiculosus Exto Seco,Fucus Vesiculosus Extract,,,
Glicerol,Glycerin,,,
Glicopirronio,Glycopyrronium,,,
Hiperico,Hypericin,,,
Hipericon,Hypericin,,,
Ici D1694,,,,
Ici-d1033,,,,
"Ici-176,334",,,,
"Ici-204,636",,,,
Ictiol,,,,
Indio 111 Cloruro,Indium,,,
Iodometilnorcolesterol,,,,
Levistico,Levisticum Officinale,,,
Litio Cloruro,Calcium Chloride,,,
Lutecio,,,,
Lutecio (177) Cloruro,Calcium Chloride,,,
Mercurocromo,Merbromin,,,
Metiltioninio Cloruro,Methylene Blue,,,
Nedocromilo,Nedocromil,,,
Nedocromilo Sodico,Nedocromil,,,
Nitrico Oxido,Nitric Oxide,,,
O-metoxifenil Gliceril Eter,Padimate-o,,,
Oxihidroxido Sucroferrico,Sucroferric Oxyhydroxide,,,
Penciclovir,Penciclovir,,,
Pimecrolimus,Pimecrolimus,,,
Pkc-412,,,,
Polietilenglicol 4000,,,,
Polypodium Leucotomos,Polypodium Leucotomos,,,
Procetofeno,Fenofibrate,,,
Prp-crm 197,,,,
Pulmon Porcino,Secretin,,,
Rcfp-10,,,,
Resorcinol,Resorcinol,,,
Ricino,,,,
Rocuronio,Rocuronium,,,
Ropinirol Hidrocloruro,Ropinirole,,,
Rrr-α-tocoferol,Tocopherol,,,
Sch 29851,,,,
Sodio Cloruro,Ganciclovir Sodium,,,
Succimero,Succimer,,,
Thc,Dronabinol,,,
Thiocol,Thiocolchicoside,,,
Tiocol,,,,
Tiocolchicosido,Thiocolchicoside,,,
Tiocolol,,,,
Tixocortol,Tixocortol,,,
Toxoide Difterico,"Tetanus Toxoid Vaccine, Inactivated",,,
Treprostinilo Sodico,Treprostinil,,,
Trihexifenidil Hidrocloruro,,,,
Trospio Cloruro,Trospium,,,
Umeclidinio,Umeclidinium,,,
Ytrio Y-90 Cloruro,,,,
Zinc,Zinc,,,
Zinc Cloruro,Zinc,,,
Zinc Oxido,Zinc Oxide,,,
Zuclopentixol,Zuclopenthixol,,,
Zuclopentixol Dihidrocloruro,Zuclopenthixol,,,
3p-cimenol,Ethanol 0.6 Ml/ml Topical Gel,,,
3tc,Lamivudine,,,
Dengue Virus,,,,
Desogestrel,Desogestrel,,,
Dexketoprofeno,Dexketoprofen,,,
Dexnorgestrel,Levonorgestrel,,,
Dienogest,Dienogest,,,
Diente De Leon,,,,
Dimetil Sulfoxido,Dimethyl Sulfoxide,,,
Dimetindeno,Dimethindene,,,
Diosmetin 7 Rutinosido,Diosmin,,,
D-norgestrel,Levonorgestrel,,,
Donepezilo,Donepezil,,,
Dpt,,,,
Droperidol,Droperidol,,,
Edrofonio,,,,
Eplontersen Sodio,Eplontersen,,,
Etiodol,,,,
Etoposido,Etoposide,,,
Felodipino,Felodipine,,,
Fingolimod,Fingolimod,,,
Gestodeno,Gestodene,,,
Imiquimod,Imiquimod,,,
Indio 111,Indium,,,
Inotersen Sodio,Inotersen,,,
Iodo,Iodine,,,
Ioduro (123i) Sodio,Potassium Iodide,,,
Ioduro (131i) Sodio,Potassium Iodide,,,
Ldk378,,,,
Linezolid,Linezolid,,,
Minoxidil,Minoxidil,,,
Nifedipino,Nifedipine,,,
Nimodipino,Nimodipine,,,
Nitrendipino,Nitrendipine,,,
Nitrito Sodio,Ganciclovir Sodium,,,
Oxido Nitroso,Nitrous Oxide,,,
Pemetrexed,Pemetrexed,,,
Pemetrexed Disodio,Pemetrexed Disodium,,,
Perindopril,Perindopril,,,
Peroxido De Hidrogeno,Benzoyl Peroxide,,,
Piridoxol,Pyridoxal,,,
Ponesimod,Ponesimod,,,
Pridinol,Pridinol,,,
Remdesivir,Remdesivir,,,
Rutosido,Rutin,,,
Selenio Oxido,Selenious Acid,,,
Sertindol,Sertindole,,,
Siponimod,Siponimod,,,
Sodio,Ganciclovir Sodium,,,
Sodio Fluoruro,Ganciclovir Sodium,,,
Sodio Hidroxido,Sodium Hydroxide,,,
Te Verde,Palo Verde Pollen Extract,,,
Tedizolid,Tedizolid,,,
Tenofovir Disoproxilo,Tenofovir Disoproxil,,,
Tomudex,,,,
Trihexifenidil,,,,
Tri(hidroxietil)rutosido,Tromethamine,,,
Yodo,,,,
Z-d1694,,,,
Zolpidem,Zolpidem,,,
Eplontersen,Eplontersen,,,
Epoprostenol,Epoprostenol,,,
Equiseto Menor,Equisetum Hyemale Extract,,,
Esmolol,Esmolol,,,
Espliego,,,,
Estetrol,Estetrol,,,
Estiripentol,Stiripentol,,,
Estriol,Estriol,,,
Etonogestrel,Etonogestrel,,,
Eugenol,Eugenol,,,
Everolimus,Everolimus,,,
Fenol,Phenol,,,
Flupentixol,Flupenthixol,,,
Formoterol,Formoterol,,,
Ginseng,Ginseng Preparation,,,
Gomenol,,,,
Helio,Helixate,,,
Hes,Hetastarch,,,
Hierro,Iron,,,
Hoe 490,,,,
Imipenem,Imipenem,,,
Inotersen,Inotersen,,,
Iohexol,Iohexol,,,
Iomeprol,Iomeprol,,,
Ioversol,Ioversol,,,
Isoeugenol,Isoeugenol,,,
Isoproterenol,Isoproterenol,,,
Ketoprofeno,Ketoprofen,,,
Ketotifeno,Ketotifen,,,
Lee-011,,,,
Letermovir,Letermovir,,,
Letrozol,Letrozole,,,
Levomentol,Levomenthol,,,
Levonorgestrel,Levonorgestrel,,,
Megestrol,Megestrol,,,
Mek-3475,,,,
Mentol,Menthol,,,
Mequinol,Mequinol,,,
Meropenem,Meropenem,,,
Metiltioninio,Methylene Blue,,,
Metoprolol,Metoprolol,,,
Metoxifenol,,,,
Me1207,,,,
Ne-58095,Neon,,,
Niquel,,,,
Nitrogeno,Nitrogen,,,
Nomegestrol,Nomegestrol,,,
Norgestrel,Norgestrel,,,
Nusinersen,Nusinersen,,,
Oleogomenol,Oil Of Niaouli,,,
Ospemifeno,Ospemifene,,,
Oxigeno,,,,
Perflutreno,Perflutren,,,
Piketoprofeno,Piketoprofen,,,
Pimiento,Bay Oil (pimenta Racemosa),,,
Pizotifeno,Pizotyline,,,
Poleo,,,,
Promestrieno,Promestriene,,,
Relugolix,Relugolix,,,
Renio Re -186,,,,
Renio Re-186 Sulfuro,,,,
Renio Sulfuro,Sulfur,,,
Resmetirom,Resmetirom,,,
Retinol,Vitamin A,,,
Romero,,,,
Selenio,Selenium,,,
Selenio Sulfuro,Selenious Acid,,,
Selenium,Selenium,,,
Selinexor,Selinexor,,,
Sen,,,,
Temsirolimus,Temsirolimus,,,
Tenofovir,Tenofovir,,,
Tesit,,,,
Thesit,Isopropyl Alcohol 0.7 Ml/ml Medicated Pad,,,
Tofersen,Tofersen,,,
Tolueno,Toluene,,,
Tomillo Exto,,,,
Toremifeno,Toremifene,,,
Treprostinilo,Treprostinil,,,
Tumenol,,,,
Voxelotor,Voxelotor,,,
Zofenopril,Zofenopril,,,
5-metil-2-isopropilfenol,Datura Metel Flower Extract,,,
Fk-506,,,,
Fluor,,,,
Fosforo,,,,
Fosinopril,Fosinopril,,,
Fsh,Follicle Stimulating Hormone,,,
Fty720,,,,
Nifurtimox,Nifurtimox,,,
Pf-07321332,,,,
Propofol,Propofol,,,
Sk&f 108566,Phenylalanine,,,
Gp 47-680,,,,
Gp 48933,,,,
Gp-45840,,,,
Gr-43175,,,,
Gs 7977,,,,
Lgx-818,,,,
Org-32489,,,,
Org-9426,,,,
Hinojo,,,,
Hki-272,,,,
Humulus Lupulus,Hops Extract,,,
L-ohp,Oxaliplatin,,,
Phosphorus,Phosphorus,,,
Iloprost,Iloprost,,,
Limon,Citrus Limon Fruit Oil,,,
Lisinopril,Lisinopril,,,
Litio,,,,
Misoprostol,Misoprostol,,,
Monuril,,,,
Otilonio,Octylonium,,,
Pino,,,,
Psi 7977,,,,
Quinolinol,,,,
Quinolin-8-ol,,,,
Riluzol,Riluzole,,,
Romiplostim,Romiplostim,,,
Ropinirol,Ropinirole,,,
Sirolimus,Sirolimus,,,
Timol,Timolol,,,
Timolol,Timolol,,,
Tiotropio,Tiotropium,,,
Tomillo,,,,
Trospio,Trospium,,,
Virus Polio Tipo I,,,,
Virus Polio Tipo Ii,,,,
Virus Polio Tipo Iii,,,,
Xilitol,Xylitol,,,
Ytrio Y-90,,,,
Mk 787,,,,
Mk 791,,,,
Mk 906,,,,
Mk-383,,,,
Mk-507,,,,
"Uk-109,496",,,,
"Uk-116,044",,,,
"Uk-88,525",,,,
Lm-1158,,,,
Ly 146032,Lysine,,,
Ly-170053,Lysine,,,
Mln 9708,,,,
Sl 85-0324,85 Strontium,,,
Tolu,,,,
Toluol,,,,
Pm01183,,,,
Ym730,,,,
Ro 15-1788,,,,
Ro 31-8959,,,,
Ro-14-4767,,,,
Ro-4-3780,,,,
Ro-4964913,,,,
Rp 56976,,,,
Vp 16,Etoposide 100 Mg Injection,,,
Rs-61443,Bupivacaine,,,
Sr 47436,,,,
S 808490,,,,
256u87,,,,
